Number,Hanzi,Pinyin,English,Part of Speech,First PoS,Eng pos,Level,Levels,example1_chinese,example1_pinyin,example1_english,example2_chinese,example2_pinyin,example2_english,example3_chinese,example3_pinyin,example3_english
1956,至少,zhìshǎo,at least; (to say the) least,副,副 adv.,adverb,4,4,至少告诉我们你要去哪里。,Zhìshǎo gàosù wǒmen nǐ yào qù nǎlǐ.,At least tell me where you're going.,我们每天至少该睡八小时。,Wǒmen měitiān zhìshǎo gāi shuì bāxiǎoshí.,We must sleep at least eight hours a day.,我每周至少去图书馆一次。,Wǒ měizhōu zhìshǎo qù túshūguǎn yícì.,I go to the library at least once a week.
1957,中餐,zhōngcān,lunch; Chinese meal,名,名 n.,noun,4,4,我以前从来没有尝过中餐。,Wǒ yǐqián cónglái méiyǒu cháng guò zhōngcān.,I've never eaten Chinese food before.,中餐常有米饭或面条。,Zhōngcān chángyǒu mǐfàn huò miàntiáo.,There's often rice or pasta for lunch.,法国有正宗的中餐吗？,Fǎguó yǒu zhèngzōng de zhōngcān ma?,Are there authentic Chinese restaurants in France?
1958,中年,zhōngnián,middle age,名,名 n.,noun,4,4,他是一位中年教师。,Tā shì yíwèi zhōngnián jiàoshī.,He is a middle-aged teacher.,进入中年后，她更重视健康。,Jìnrù zhōngnián hòu; tā gèng zhòngshì jiànkāng.,After entering middle age; she paid more attention to her health.,这部电影讲述了一个中年人的故事。,Zhèbù diànyǐng jiǎngshù le yígè zhōngniánrén de gùshì.,This film tells the story of a middle-aged person.
1959,种,zhòng,seed; species,动,动 v.,verb,4,4,爷爷在院子里种了几棵树。,Yéye zài yuànzi lǐ zhòng le jǐ kē shù.,Grandpa planted several trees in the yard.,春天适合种花。,Chūntiān shìhé zhòng huā.,Spring is a good time to plant flowers.,他们在这里种水稻。,Tāmen zài zhèlǐ zhòng shuǐdào.,They grow rice here.
1960,重,zhòng,to repeat; repetition,名、形,名 n.,noun; adjective,4,4,哪个比较重，铅还是黄金？,Nǎge bǐjiào zhòng; qiān háishì huángjīn?,Which is heavier; lead or gold?,一碗饭大约重一百八十克。,Yìwǎn fàn dàyuē zhòng yìbǎibāshí kè.,A bowl of rice is about 180 grams.,大象比河马重，不是吗 ?,Dàxiàng bǐ hémǎ zhòng; búshì ma?,Elephants are heavier than hippos; aren't they?
1961,重点,zhòngdiǎn,to recount; to re-evaluate,名、副,名 n.,noun; adverb,4,4,我没有抓到他演讲的重点。,Wǒ méiyǒu zhuā dào tā yǎnjiǎng de zhòngdiǎn.,I didn't get the point of his speech.,我不能抓到他演讲的重点。,Wǒ bùnéng zhuā dào tā yǎnjiǎng de zhòngdiǎn.,I couldn't get the point of his speech.,喔！你提到一个重点了。,Ō! nǐ tídào yígè zhòngdiǎn le.,You have a point there.
1962,重视,zhòngshì,to value; to attach importance to something,动,动 v.,verb,4,4,你对这件事太过重视了。,Nǐ duì zhèjiàn shì tài guò zhòngshì le.,You make too much of the event.,父母很重视孩子的教育。,Fùmǔ hěn zhòngshì háizi de jiàoyù.,The parents value their children's education.,他很重视老师的建议。,Tā hěn zhòngshì lǎoshī de jiànyì.,He valued the professor's advice.
1963,周围,zhōuwéi,environs; surroundings,名,名 n.,noun,4,4,他可能在公园周围慢跑。,Tā kěnéng zài gōngyuán zhōuwéi mànpǎo.,He may be jogging around the park.,这栋房子的周围有篱笆。,Zhèdòng fángzi de zhōuwéi yǒu líbā.,There is a fence around the house.,他住在公园周围的某个地方。,Tā zhù zài gōngyuán zhōuwéi de mǒugè dìfāng.,He lives somewhere around the park.
1964,主意,zhǔyi,plan; idea,名,名 n.,noun,4,4,我说服他放弃了这个主意。,Wǒ shuōfú tā fàngqì le zhège zhǔyì.,I talked him out of the idea.,她告诉我她喜欢我的主意。,Tā gàosù wǒ tā xǐhuān wǒ de zhǔyì.,She told me she liked my idea.,这样的话，我会改变主意。,Zhèyàngdehuà; wǒhuì gǎibiàn zhǔyì.,In that case; I'll change my mind.
1965,祝,zhù,to pray for; to wish,动,动 v.,verb,4,4,祝今晚首演顺利，成功！,Zhù jīnwǎn shǒuyǎn shùnlì; chénggōng!,Good luck with tonight's performance!,祝大家七月四日快乐！,Zhù dàjiā qīyuè sìrì kuàilè!,Happy 4th of July!,祝你一路上玩得愉快。,Zhù nǐ yílùshàng wán dé yúkuài.,Have a pleasant trip.
1966,祝贺,zhùhè,to congratulate; congratulations,动,动 v.,verb,4,4,衷心祝贺你的生日，穆里尔！,Zhōngxīn zhùhè nǐ de shēngrì; mù lǐěr!,Congratulations for your birthday; Muriel!,他们祝贺我们的胜利。,Tāmen zhùhè wǒmen de shènglì.,They congratulated us on our victory.,我为你的订婚祝贺。,Wǒ wèi nǐ de dìnghūn zhùhè.,I congratulate you on your engagement.
1967,著名,zhùmíng,famous; noted,形,形 adj.,adjective,4,4,著名的钢琴家露出了微笑。,Zhùmíng de gāngqínjiā lùchū le wēixiào.,The famous pianist smiled.,他是一位著名的棒球选手。,Tā shì yíwèi zhùmíng de bàngqiú xuǎnshǒu.,He is a famous baseball player.,轻井泽是著名的避暑胜地。,Qīng jǐng zé shì zhùmíng de bìshǔshèngdì.,Karuizawa is famous as a summer resort.
1968,专门,zhuānmén,specialist; specialized,副、形,副 adv.,adverb; adjective,4,4,这张书桌是专门为儿童设计的。,Zhè zhāng shūzhuō shì zhuānmén wèi értóng shèjì de.,This desk is designed for children.,这家出版社专门出版儿童文学。,Zhèjiā chūbǎnshè zhuānmén chūbǎn értóngwénxué.,This publisher specializes in children's literature.,这是一家专门为学生提供服务的商店。,Zhè shì yìjiā zhuānmén wèi xuéshēng tígōng fúwù de shāngdiàn.,This is a store that caters specially to students.
1969,专业,zhuānyè,specialty; specialized field,名、形,名 n.,noun; adjective,4,4,他的专业是经济学。,Tā de zhuānyè shì jīngjìxué.,He is majoring in economics.,我的专业是宗教学。,Wǒ de zhuānyè shì zōngjiàoxué.,My major is comparative religion.,你的专业是什么？,Nǐ de zhuānyè shì shénme?,What's your major?
1970,转,zhuǎn,to turn; to change direction,动,动 v.,verb,4,4,就算这样地球也照样转！,Jiùsuàn zhèyàng dìqiú yě zhàoyàng zhuǎn!,Even so; the Earth moves!,行星围着固定不动的恒星转。,Xíngxīng wéizhe gùdìngbúdòng de héngxīng zhuǎn.,Planets move around a fixed star.,你可以转小声一点吗?,Nǐ kěyǐ zhuǎn xiǎoshēng yìdiǎn ma?,Could you turn it down?
1971,转发,zhuǎnfā,to forward; repost,动,动 v.,verb,4,4,请把这条消息转发给同事。,Qǐng bǎ zhè tiáo xiāoxī zhuǎnfāgěi tóngshì.,Please forward this message to your colleagues.,他把照片转发到了群里。,Tā bǎ zhàopiān zhuǎnfā dào le qún lǐ.,He forwarded the photo to the group chat.,未经同意不要随便转发文章。,Wèijīng tóngyì búyào suíbiàn zhuǎnfā wénzhāng.,Do not forward articles without permission.
1972,转机,zhuǎnjī,to transfer; change planes,动,动 v.,verb,4,4,我们需要在上海转机。,Wǒmen xūyào zài shànghǎi zhuǎnjī.,We need to transfer flights in Shanghai.,转机时间只有两个小时。,Zhuǎnjī shíjiān zhǐyǒu liǎnggè xiǎoshí.,The layover is only two hours.,到北京以后再转机去哈尔滨。,Dào běijīng yǐhòu zài zhuǎnjī qù hāěrbīn.,After reaching Beijing; transfer to a flight to Harbin.
1973,赚,zhuàn,to earn; to cheat,动,动 v.,verb,4,4,他把赚到的钱都存了起来。,Tā bǎ zhuàn dào de qián dōu cún le qǐlái.,He saves what he earns.,蕾拉脱了衣服，赚到了钱。,Lěi lā tuō le yīfú; zhuàn dào le qián.,Layla stripped and made money.,他赚的薪水是我的两倍。,Tā zhuàn de xīnshuǐ shì wǒ de liǎngbèi.,He earns twice as much as me.
1974,装,zhuāng,adornment; to adorn,动,动 v.,verb,4,4,这个玩具汽车是装电池的。,Zhège wánjù qìchē shì zhuāng diànchí de.,This toy car runs on batteries.,我们往车里装了很多行李。,Wǒmen wǎng chēlǐ zhuāng le hěnduō xínglǐ.,We loaded a lot of luggage into the car.,这个瓶子可以装两升热水。,Zhège píngzi kěyǐ zhuāng liǎng shēng rèshuǐ.,This bottle is able to contain two liters of hot water.
1975,准,zhǔn,to allow; to grant,形、（副）,形 adj.,adjective; adverb,4,4（5）,没有人能猜得准她的年龄。,Méiyǒu rén néng cāi dé zhǔn tā de niánlíng.,Nobody can guess her age.,你的手表准不准？,Nǐ de shǒubiǎo zhǔn bùzhǔn?,Is your watch correct?,无人准翻译此句。,Wúrén zhǔn fānyì cǐ jù.,No one is allowed to translate this sentence.
1976,准确,zhǔnquè,accurate; exact,形,形 adj.,adjective,4,4,一个时钟最重要的是准确。,Yígè shízhōng zuì zhòngyào de shì zhǔnquè.,A clock must be above all correct.,这个数据一点也不准确。,Zhège shùjù yìdiǎn yě bù zhǔnquè.,This data isn't accurate at all.,不要把精确和准确搞错。,Búyào bǎ jīngquè hé zhǔnquè gǎocuò.,Let's not mistake precision for accuracy.
1977,准时,zhǔnshí,on time; punctual,形,形 adj.,adjective,4,4,我想准时到，就会准时到。,Wǒ xiǎng zhǔnshí dào; jiù huì zhǔnshí dào.,I arrive precisely when I mean to.,你可以放心，他会准时的。,Nǐ kěyǐ fàngxīn; tā huì zhǔnshí de.,You can rely upon his being punctual.,这班火车会准时出发吗？,Zhè bān huǒchē huì zhǔnshí chūfā ma?,Will the train leave on time?
1978,资料,zīliào,material; resources,名,名 n.,noun,4,4,不要把这些资料泄露出去。,Búyào bǎ zhèxiē zīliào xièlòu chūqù.,Keep this information under your hat.,我保证这些资料是无误的。,Wǒ bǎozhèng zhèxiē zīliào shì wúwù de.,I guarantee that this information is correct.,关于这种方言的资料很少。,Guānyú zhèzhǒng fāngyán de zīliào hěnshǎo.,There is little information about this dialect.
1979,仔细,zǐxì,to be careful; attentive,形,形 adj.,adjective,4,4,我仔细地考虑了这个问题。,Wǒ zǐxì dì kǎolǜ le zhège wèntí.,I gave careful consideration to the problem.,我试著仔细地听他说话。,Wǒ shì zhù zǐxì dì tīng tā shuōhuà.,I tried to listen to him carefully.,她仔细考虑了他的提议。,Tā zǐxì kǎolǜ le tā de tíyì.,She considered his offer carefully.
1980,自,zì,self; oneself,介,介 prep.,preposition,4,4,有他在身边我感觉很自在。,Yǒu tā zài shēnbiān wǒ gǎnjué hěn zì zài.,I feel at ease around him.,他自以为自己是个艺术家。,Tā zì yǐwéi zìjǐ shì gè yìshùjiā.,He fancies himself as an artist.,这个词源自于希腊语。,Zhège cíyuán zì yú xīlàyǔ.,The word comes from Greek.
1981,自然,zìrán,nature; naturally,名、形、副,名 n.,noun; adjective; adverb,4,4,自然中没有什么是无用的。,Zìrán zhōng méiyǒu shénme shì wúyòng de.,Nothing in nature is useless.,酸雨不是自然的天气现象。,Suānyǔ búshì zìrán de tiānqìxiànxiàng.,Acid rain is not a natural phenomenon.,这场森林大火是自然引起的。,Zhèchǎng sēnlín dàhuǒ shì zìrán yǐnqǐ de.,This forest fire was naturally caused.
1982,自习,zìxí,to study by oneself; self-study,动,动 v.,verb,4,4,晚饭后我去教室自习。,Wǎnfàn hòu wǒ qù jiàoshì zìxí.,After dinner; I go to the classroom for self-study.,图书馆是自习的好地方。,Túshūguǎn shì zìxí de hǎo dìfāng.,The library is a good place for self-study.,学生们正在安静地自习。,Xuéshēng men zhèngzài ānjìng dì zìxí.,The students are studying quietly on their own.
1983,自信,zìxìn,self-confidence; to have confidence in oneself,动、名、形,动 v.,verb; noun; adjective,4,4,自信是伟大事业的第一要素。,Zìxìn shì wěidàshìyè de dìyī yàosù.,Self-confidence is the principal element of any great endeavor.,要想成功只需要无知和自信。,Yào xiǎng chénggōng zhǐ xūyào wúzhī hé zìxìn.,All you need is ignorance and confidence and the success is sure.,我相当有自信我能做到这一点。,Wǒ xiāngdāng yǒu zìxìn wǒ néng zuòdào zhè yìdiǎn.,I'm fairly confident I can do that.
1984,自学,zìxué,self-study; to study on own,动,动 v.,verb,4,4,我自学了半个学期的德文。,Wǒ zìxué le bàngè xuéqī de déwén.,I have self-studied half a semester's worth of German.,语言一定要自学才会学得好。,Yǔyán yídìng yào zìxué cái huì xué dé hǎo.,If you want to learn a language well; learn it yourself.,我是自学这门语言的。,Wǒ shì zìxué zhè mén yǔyán de.,I learn the language by myself.
1985,总结,zǒngjié,to sum up; to conclude,动、名,动 v.,verb; noun,4,4,请用两句话总结这篇文章。,Qǐng yòng liǎngjùhuà zǒngjié zhè piānwénzhāng.,Please summarize this article in two sentences.,会议结束前，负责人做了总结。,Huìyì jiéshù qián; fùzérén zuò le zǒngjié.,Before the meeting ended; the person in charge gave a summary.,我们每周都总结学习情况。,Wǒmen měizhōu dōu zǒngjié xuéxí qíngkuàng.,We review our learning progress every week.
1986,租,zū,to hire; to rent out,动,动 v.,verb,4,4,我租了一间有车库的房子。,Wǒ zū le yìjiān yǒu chēkù de fángzi.,I rented a house with a garage.,去度假的时候我要租辆车。,Qù dùjià de shíhòu wǒ yào zū liàngchē.,When I go on vacation; I'll rent a car.,我在东京租不起这样的房子。,Wǒ zài dōngjīng zū bù qǐ zhèyàng de fángzi.,I can't afford to rent a house like this in Tokyo.
1987,组,zǔ,to form; to organize,名、（动、量）,名 n.,noun; verb; measure word,4,4（5）,老师把全班分成四组。,Lǎoshī bǎ quánbān fēnchéng sìzǔ.,The teacher divided the class into four groups.,我们组负责准备报告。,Wǒmen zǔ fùzé zhǔnbèi bàogào.,Our group is responsible for preparing the report.,他们组建了一支新的服务队。,Tāmen zǔjiàn le yìzhī xīn de fúwùduì.,They organized a new service team.
1988,最终,zuìzhōng,final; ultimate,名,名 n.,noun,4,4,他最终同意了我们的计划。,Tā zuìzhōng tóngyì le wǒmen de jìhuà.,He finally agreed to our plan.,我们最终都会获得幸福的。,Wǒmen zuìzhōng dū huì huòdé xìngfú de.,We will become happy in the long run.,他最终发现他弟弟不见了。,Tā zuìzhōng fāxiàn tā dìdi bújiàn le.,He finally realised his brother is missing.
1989,尊重,zūnzhòng,to esteem; to respect,动、形,动 v.,verb; adjective,4,4,我们必须尊重别人的私隐。,Wǒmen bìxū zūnzhòng biérén de sīyǐn.,We must respect other people's privacy.,英国人很尊重法序和秩序。,Yīngguórén hěn zūnzhòng fǎ xù hé zhìxù.,The British have a lot of respect for law and order.,他总是很尊重妻子的意见。,Tā zǒngshì hěn zūnzhòng qīzǐ de yìjiàn.,He is always very respectful of his wife's opinions.
1990,左右,zuǒyòu,left and right; nearby,名、（动）,名 n.,noun; verb,4,4（7-9）,他六点左右要给我打电话。,Tā liùdiǎn zuǒyòu yào gěi wǒ dǎdiànhuà.,He will call for me about six.,一个人只能活七十岁左右。,Yígè rén zhǐnéng huó qīshísuì zuǒyòu.,Humans only live about 70 years.,我七点左右来就可以了吧？,Wǒ qīdiǎn zuǒyòu lái jiù kěyǐ le ba?,Would it suffice if I came around 7?
1991,座,zuò,seat; base,名、量,名 n.,noun; measure word,4,4,这座城市成为了一片废墟。,Zhè zuò chéngshì chéngwéi le yípiàn fèixū.,The city fell into ruins.,我在这座小镇感到很孤独。,Wǒ zài zhè zuò xiǎozhèn gǎndào hěn gūdú.,I feel lonely in this town.,这座城堡很值得去看一看。,Zhè zuò chéngbǎo hěn zhíde qù kànyíkàn.,The castle is worth visiting.
1992,做法,zuòfǎ,method for making; work method,名,名 n.,noun,4,4,我的做法是要行动不要空话。,Wǒ de zuòfǎ shì yào xíngdòng búyào kōnghuà.,My way is action not words.,请问鸡蛋要什么做法？,Qǐngwèn jīdàn yào shénme zuòfǎ?,How would you like your eggs?,你见过灌肠的做法吗？,Nǐ jiàn guò guàncháng de zuòfǎ ma?,Have you ever seen sausage being made?
1993,作家,zuòjiā,author,名,名 n.,noun,4,4,我认为他是位伟大的作家。,Wǒ rènwéi tā shì wèi wěidà de zuòjiā.,I think he's a great writer.,他是一个医生和一个作家。,Tā shì yígè yīshēng hé yígè zuòjiā.,He is a doctor and an author.,他是非常有想像力的作家。,Tā shì fēicháng yǒu xiǎngxiànglì de zuòjiā.,He is a very imaginative writer.
